Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Kyrgyz Republic,KGZ,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,44.7212161347249,46.022590263451,50.10201538797,56.1375383402996,57.3295174557447,58.4761976216379
Kyrgyz Republic,KGZ,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,44.016,44.04,43.877,43.997,45.238,43.495
Kyrgyz Republic,KGZ,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.007,6.304,6.988,6.099,6.039,4.197
Kyrgyz Republic,KGZ,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,19.1666666666667,19.1666666666667,16.5217391304348,20.4545454545455,20.4545454545455,20
Kyrgyz Republic,KGZ,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.6,75.8,76,76.1,76.3,76.5
Kyrgyz Republic,KGZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,37.479,37.279,32.51,29.623,28.854,28.324
Kyrgyz Republic,KGZ,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,49,47,55,70,44,42
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2545.1075420815,2589.32081035237,2583.77730696131,2526.05105018529,2046.40440255621,2066.94979776957
Lao PDR,LAO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,63.8298251272908,62.7755100424821,60.6465219892194,58.3834691492585,55.9171927545616,53.2568302183413
Lao PDR,LAO,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,15.1543085945674,14.6763594753094,13.5463160686123,13.3323283839577,13.8471889323409,12.6891498565674
Lao PDR,LAO,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,57.066,58.125,58.68,60.323,61.37,61.407
Lao PDR,LAO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.404,2.067,1.805,1.569,0.887,0.871
Lao PDR,LAO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,27.5167785234899,27.5167785234899,27.5167785234899,21.9512195121951,21.9512195121951,21.9512195121951
Lao PDR,LAO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,69.815,70.156,71.045,70.072,71,71.25
Lao PDR,LAO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,84.175,84.037,83.548,82.821,82.431,81.654
Lao PDR,LAO,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,145,137,132,139,120,112
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,17252.1710428626,17294.9751600969,17564.2321549354,20261.8887788916,20221.103686109,22710.2637544197
Latvia,LVA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,108.584571838379,107.570869445801,106.199699401855,106.540283203125,105.172348022461,102.485107421875
Latvia,LVA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,111.845207214355,111.019950866699,109.43717956543,108.810440063477,108.475112915039,101.502548217773
Latvia,LVA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,55.639,55.474,55.844,54.167,55.299,55.436
Latvia,LVA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.416,5.424,7.066,6.536,5.511,5.432
Latvia,LVA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31,30,30,29,30,32
Latvia,LVA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.7,80.1,80,78,79.4,80.6
Latvia,LVA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,12.21,11.993,10.493,9.835,8.61,7.565
Latvia,LVA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,23,22,21,42,29,19
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,9174.53666204759,8905.88005497437,5561.19166950397,4045.37391066234,3654.35845534878,3477.72489842684
Lebanon,LBN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,68.2192125483757,69.5287831759035,70.2938677645431,71.177412177286,68.0329956698082,66.7372772721446
Lebanon,LBN,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,54.2066617357206,57.1435211987779,..,..,..,..
Lebanon,LBN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,28.47,29.286,25.944,23.882,22.339,22.234
Lebanon,LBN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,13.898,14.323,16.249,15.874,14.593,14.48
Lebanon,LBN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,4.6875,4.6875,4.6875,4.6875,6.25,6.25
Lebanon,LBN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.093,80.048,78.669,76.357,79.864,79.734
Lebanon,LBN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,22.341,22.046,21.76,21.366,21.109,20.831
Lebanon,LBN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,15,15,27,54,15,15
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1170.65569702819,1082.05706777516,918.582574704447,1066.58645143823,1030.12582947757,916.282976983803
Lesotho,LSO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..,..,..,..,..,..
Lesotho,LSO,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,11.9503822035062,..,..,..,..,..
